rank,year_ranked,material_type,coaster_name,park_name,supplier,year_built,status,speed,height,length,num_inversions,manufacturer,seating_type,city,state,country,zip_code
30,2013,Wooden,Playland Wooden Coaster,PNE Playland,Phare,1958,status.operating,75.0,20.0,865.0,0.0,na,Sit Down,Vancouver,British Columbia,Canada,V5K 5J1
31,2013,Wooden,Wodan Timbur Coaster,Europa-Park,GCII,2012,status.operating,100.0,35.0,1050.0,0.0,GCI,Sit Down,Rust,Baden-Württemberg,Germany,77977
32,2013,Wooden,Cornball Express,Indiana Beach,CCI,2001,status.operating,72.0,17.0,640.0,0.0,CCI,Sit Down,Monticello,Indiana,United States,47960
33,2013,Wooden,Blue Streak,Conneaut Lake Park,Vettel,1938,status.operating,,,883.0,0.0,na,na,Conneaut Lake,Pennsylvania,United States,16316
34,2013,Wooden,Boardwalk Bullet,Kemah Boardwalk,M&V/Gravity Group,2007,status.operating,82.0,29.0,986.0,0.0,Gravity Group,Sit Down,Kemah,Texas,United States,77565
35,2013,Wooden,Racer,Kennywood,PTC – Miller,1927,status.operating,,22.0,686.0,0.0,John Miller,Sit Down,West Mifflin,Pennsylvania,United States,15122
36,2013,Wooden,Wooden Warrior,Quassy Amusement Park,Gravity Group,2011,status.operating,56.0,11.0,378.0,0.0,Gravity Group,Sit Down,Middlebury,Connecticut,United States,06762
37,2013,Wooden,Zippin Pippin,Bay Beach Amusement Park,M&V,2011,status.operating,68.0,21.0,715.0,,Gravity Group,Sit Down,Green Bay,Wisconsin,United States,54302
38,2013,Wooden,Thunderbird,PowerPark,GCII,2006,status.operating,75.0,27.0,850.0,0.0,GCI,Sit Down,Härmä,Western Finland,Finland,62300
39,2013,Wooden,Twister,Knoebels Amusement Resort,Fetterman-Knoebels,1999,status.operating,83.0,31.0,1189.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
40,2013,Wooden,Megafobia,Oakwood Leisure Park,CCI,1996,status.operating,77.0,26.0,901.0,0.0,CCI,Sit Down,Pembroke,Wales,United Kingdom,SA67 8DE
41,2013,Wooden,Grand National,Blackpool Pleasure Beach,Paige,1935,,,,,,,,,,,
41,2013,Wooden,T Express,Everland,Intamin,2008,status.operating,104.0,56.0,1641.0,0.0,Intamin,Sit Down,Seoul,Seoul,South Korea,17023
43,2013,Wooden,Great American Scream Machine,Six Flags Over Georgia,PTC – Allen,1973,status.operating,92.0,32.0,1052.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Austell,Georgia,United States,30168
44,2013,Wooden,Tonnerre de Zeus,Parc Asterix,CCI,1997,status.operating,84.0,30.0,1233.0,0.0,CCI,Sit Down,Plailly,Oise,France,60128
44,2013,Wooden,Viper,Six Flags Great America,Starkey – Six Flags,1995,status.operating,81.0,31.0,1054.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Gurnee,Illinois,United States,60031
46,2013,Wooden,Avalanche,Timber Falls,S & S,2004,status.closed.definitely,,27.0,725.0,0.0,S&S,Sit Down,Wisconsin Dells,Wisconsin,United States,53965
46,2013,Wooden,Twister,Gröna Lund,Gravity Group,2011,status.operating,61.0,15.0,480.0,0.0,Gravity Group,Sit Down,Stockholm,Stockholms,Sweden,115 21
48,2013,Wooden,Cyclone,Lakeside Park,Vettel,1940,status.operating,,25.0,855.0,0.0,na,Sit Down,Denver,Colorado,United States,80212
49,2013,Wooden,Apocalypse,Six Flags Magic Mountain,GCII,2009,status.closed.temporarily,89.0,31.0,869.0,0.0,GCI,Sit Down,Valencia,California,United States,91355
50,2013,Wooden,Yankee Cannonball,Canobie Lake Park,PTC – Schmeck,1936,status.operating,56.0,20.0,610.0,0.0,Philadelphia Toboggan Coaster,Sit Down,,,,
1,2012,Wooden,El Toro,Six Flags Great Adventure,Intamin,2006,status.operating,113.0,55.0,1341.0,0.0,Intamin,Sit Down,Jackson,New Jersey,United States,08527
2,2012,Wooden,The Voyage,Holiday World,Gravity Group,2006,status.operating,108.0,49.0,1963.0,0.0,Gravity Group,Sit Down,Santa Claus,Indiana,United States,47579
3,2012,Wooden,Phoenix,Knoebels Amusement Resort,Dinn/PTC-Schmeck,1985,status.operating,72.0,24.0,975.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
4,2012,Wooden,Thunderhead,Dollywood,GCII,2004,status.operating,89.0,31.0,985.0,0.0,GCI,Sit Down,Pigeon Forge,Tennessee,United States,37863
5,2012,Wooden,Boulder Dash,Lake Compounce,CCI,2000,status.operating,97.0,35.0,1440.0,0.0,CCI,Sit Down,Bristol,Connecticut,United States,06010
6,2012,Wooden,Ravine Flyer II,Waldameer,Gravity Group,2008,,,,,,,,,,,
7,2012,Wooden,The Beast,Kings Island,KECO,1979,status.operating,104.0,34.0,2243.0,0.0,Charlie Dinn,Sit Down,Mason,Ohio,United States,45040
8,2012,Wooden,The Raven,Holiday World,CCI,1995,status.operating,77.0,33.0,832.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
9,2012,Wooden,Shivering Timbers,Michigan's Adventure,CCI,1998,,,,,,,,,,,
10,2012,Wooden,Balder,Liseberg,Intamin,2003,status.operating,90.0,36.0,1070.0,0.0,Intamin,Sit Down,Gothenburg,Västra Götalands,Sweden,402 22
11,2012,Wooden,Lightning Racer,Hersheypark,GCII,2000,status.operating,82.0,27.0,1036.0,0.0,GCI,Sit Down,Hershey,Pennsylvania,United States,17033
12,2012,Wooden,Hades 360,Mt. Olympus Theme Park,Gravity Group,2005,,,,,,,,,,,
13,2012,Wooden,Prowler,Worlds of Fun,GCII,2009,status.operating,82.0,31.0,937.0,0.0,GCI,Sit Down,Kansas City,Missouri,United States,64161
14,2012,Wooden,Cyclone,Coney Island,Kenan/Baker,1927,status.operating,97.0,26.0,869.0,0.0,na,Sit Down,Brooklyn,New York,United States,11224
15,2012,Wooden,Thunderbolt,Kennywood,Vettel/Miller,1968,,,,,,,,,,,
16,2012,Wooden,Jack Rabbit,Kennywood,PTC – Miller,1920,,,,,,,,,,,
17,2012,Wooden,Giant Dipper,Santa Cruz Beach Boardwalk,Prior & Church/Looff,1924,,,,,,,,,,,
18,2012,Wooden,The Legend,Holiday World,CCI,2000,status.operating,93.0,35.0,1232.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
19,2012,Wooden,Colossos,Heide Park,Intamin,2001,status.operating,110.0,51.0,1500.0,0.0,Intamin,Sit Down,Soltau,Lower Saxony,Germany,29614
20,2012,Wooden,Comet,Six Flags Great Escape,PTC – Schmeck,1994,status.operating,89.0,29.0,1279.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Queensbury,New York,United States,12804
21,2012,Wooden,Tremors,Silverwood,CCI,1999,status.operating,96.0,31.0,915.0,0.0,CCI,Sit Down,Athol,Idaho,United States,83801
22,2012,Wooden,Kentucky Rumbler,Beech Bend,GCII,2006,status.operating,77.0,27.0,862.0,0.0,GCI,Sit Down,Bowling Green,Kentucky,United States,42101
23,2012,Wooden,GhostRider,Knott's Berry Farm,CCI,1998,status.operating,90.0,36.0,1382.0,0.0,GCI,Sit Down,Buena Park,California,United States,90620
24,2012,Wooden,Twister,Gröna Lund,Gravity Group,2011,status.operating,61.0,15.0,480.0,0.0,Gravity Group,Sit Down,Stockholm,Stockholms,Sweden,115 21
25,2012,Wooden,Troy,Toverland,GCII,2007,status.operating,87.0,32.0,1077.0,0.0,GCI,Sit Down,Sevenum,Limburg,Netherlands,5975
26,2012,Wooden,Viper,Six Flags Great America,Starkey/Six Flags,1995,status.operating,81.0,31.0,1054.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Gurnee,Illinois,United States,60031
27,2012,Wooden,Megafobia,Oakwood Leisure Park,CCI,1996,status.operating,77.0,26.0,901.0,0.0,CCI,Sit Down,Pembroke,Wales,United Kingdom,SA67 8DE
28,2012,Wooden,Apocalypse,Six Flags Magic Mountain,GCII,2009,status.closed.temporarily,89.0,31.0,869.0,0.0,GCI,Sit Down,Valencia,California,United States,91355
29,2012,Wooden,Playland Wooden Coaster,PNE Playland,Phare,1958,status.operating,75.0,20.0,865.0,0.0,na,Sit Down,Vancouver,British Columbia,Canada,V5K 5J1
30,2012,Wooden,Grand National,Blackpool Pleasure Beach,Paige,1935,,,,,,,,,,,
31,2012,Wooden,American Thunder,Six Flags St. Louis,GCII,2008,status.operating,77.0,25.0,827.0,0.0,GCI,Sit Down,Eureka,Missouri,United States,63025
32,2012,Wooden,Wooden Warrior,Quassy Amusement Park,Gravity Group,2011,status.operating,56.0,11.0,378.0,0.0,Gravity Group,Sit Down,Middlebury,Connecticut,United States,06762
33,2012,Wooden,Twister,Knoebels Amusement Resort,Fetterman-Knoebels,1999,status.operating,83.0,31.0,1189.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
34,2012,Wooden,El Toro,Freizeitpark Plohn,GCII,2009,status.operating,75.0,28.0,750.0,0.0,GCI,Sit Down,Reichenbach/Vogtland,Saxony,Germany,08485
35,2012,Wooden,Thunderbird,PowerPark,GCII,2006,status.operating,75.0,27.0,850.0,0.0,GCI,Sit Down,Härmä,Western Finland,Finland,62300
36,2012,Wooden,Avalanche,Timber Falls,S & S,2004,status.closed.definitely,,27.0,725.0,0.0,S&S,Sit Down,Wisconsin Dells,Wisconsin,United States,53965
37,2012,Wooden,Tonnerre de Zeus,Parc Asterix,CCII,1997,status.operating,84.0,30.0,1233.0,0.0,CCI,Sit Down,Plailly,Oise,France,60128
38,2012,Wooden,Blue Streak,Cedar Point,PTC – Hoover,1964,status.operating,64.0,24.0,780.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Sandusky,Ohio,United States,44870
39,2012,Wooden,Boardwalk Bullet,Kemah Boardwalk,M&V/Gravity Group,2007,status.operating,82.0,29.0,986.0,0.0,Gravity Group,Sit Down,Kemah,Texas,United States,77565
39,2012,Wooden,Cornball Express,Indiana Beach,CCI,2001,status.operating,72.0,17.0,640.0,0.0,CCI,Sit Down,Monticello,Indiana,United States,47960
41,2012,Wooden,Rutschebanan,Tivoli Gardens,LaMarcus Thompson,ca. 1914,status.operating,50.0,13.0,720.0,0.0,L.A. Thompson Scenic Railway,Sit Down,Copenhagen,Region Hovedstaden,Denmark,1630
42,2012,Wooden,The Boss,Six Flags St. Louis,CCI,2000,status.operating,106.0,46.0,1540.0,0.0,CCI,Sit Down,Eureka,Missouri,United States,63025
42,2012,Wooden,Racer,Kennywood,PTC – Miller,1927,status.operating,,22.0,686.0,0.0,John Miller,Sit Down,West Mifflin,Pennsylvania,United States,15122
44,2012,Wooden,Blue Streak,Conneaut Lake Park,Vettel,1938,status.operating,,,883.0,0.0,na,na,Conneaut Lake,Pennsylvania,United States,16316
45,2012,Wooden,Mean Streak,Cedar Point,Dinn-Summers,1991,status.retracked,100.0,49.0,1654.0,0.0,Dinn Corp.,Sit Down,Sandusky,Ohio,United States,44870
46,2012,Wooden,T Express,Everland,Intamin,2008,status.operating,104.0,56.0,1641.0,0.0,Intamin,Sit Down,Seoul,Seoul,South Korea,17023
46,2012,Wooden,Timber Terror,Silverwood,CCI,1996,status.operating,89.0,26.0,823.0,0.0,CCI,Sit Down,Athol,Idaho,United States,83801
48,2012,Wooden,Great American Scream Machine,Six Flags Over Georgia,PTC – Allen,1973,status.operating,92.0,32.0,1052.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Austell,Georgia,United States,30168
49,2012,Wooden,Wild Mouse,Blackpool Pleasure Beach,Wright,1958,status.closed.definitely,,,390.0,0.0,na,Sit Down,Blackpool,England,United Kingdom,FY4 1EZ
50,2012,Wooden,Renegade,Valleyfair,GCII,2007,status.operating,,32.0,950.0,0.0,GCI,Sit Down,Shakopee,Minnesota,United States,55379
1,2011,Wooden,The Voyage,Holiday World,Gravity Group,2006,status.operating,108.0,49.0,1963.0,0.0,Gravity Group,Sit Down,Santa Claus,Indiana,United States,47579
2,2011,Wooden,Phoenix,Knoebels Amusement Resort,Dinn/PTC-Schmeck,1985,status.operating,72.0,24.0,975.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
3,2011,Wooden,El Toro,Six Flags Great Adventure,Intamin,2006,status.operating,113.0,55.0,1341.0,0.0,Intamin,Sit Down,Jackson,New Jersey,United States,08527
4,2011,Wooden,Boulder Dash,Lake Compounce,CCI,2000,status.operating,97.0,35.0,1440.0,0.0,CCI,Sit Down,Bristol,Connecticut,United States,06010
5,2011,Wooden,Thunderhead,Dollywood,GCII,2004,status.operating,89.0,31.0,985.0,0.0,GCI,Sit Down,Pigeon Forge,Tennessee,United States,37863
6,2011,Wooden,Ravine Flyer II,Waldameer,Gravity Group,2008,,,,,,,,,,,
7,2011,Wooden,The Beast,Kings Island,KECO,1979,status.operating,104.0,34.0,2243.0,0.0,Charlie Dinn,Sit Down,Mason,Ohio,United States,45040
8,2011,Wooden,Hades 360,Mt. Olympus Theme Park,Gravity Group,2005,,,,,,,,,,,
9,2011,Wooden,Shivering Timbers,Michigan's Adventure,CCI,1998,,,,,,,,,,,
10,2011,Wooden,Prowler,Worlds of Fun,GCII,2009,status.operating,82.0,31.0,937.0,0.0,GCI,Sit Down,Kansas City,Missouri,United States,64161
11,2011,Wooden,Lightning Racer,Hersheypark,GCII,2000,status.operating,82.0,27.0,1036.0,0.0,GCI,Sit Down,Hershey,Pennsylvania,United States,17033
12,2011,Wooden,The Raven,Holiday World,CCI,1995,status.operating,77.0,33.0,832.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
13,2011,Wooden,Balder,Liseberg,Intamin,2003,status.operating,90.0,36.0,1070.0,0.0,Intamin,Sit Down,Gothenburg,Västra Götalands,Sweden,402 22
14,2011,Wooden,Thunderbolt,Kennywood,Vettel/Miller,1968,,,,,,,,,,,
15,2011,Wooden,Cyclone,Coney Island,Keenan/Baker,1927,status.operating,97.0,26.0,869.0,0.0,na,Sit Down,Brooklyn,New York,United States,11224
16,2011,Wooden,Kentucky Rumbler,Beech Bend,GCII,2006,status.operating,77.0,27.0,862.0,0.0,GCI,Sit Down,Bowling Green,Kentucky,United States,42101
17,2011,Wooden,Boardwalk Bullet,Kemah Boardwalk,M&V/Gravity Group,2007,status.operating,82.0,29.0,986.0,0.0,Gravity Group,Sit Down,Kemah,Texas,United States,77565
18,2011,Wooden,The Legend,Holiday World,CCI,2000,status.operating,93.0,35.0,1232.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
19,2011,Wooden,Comet,Six Flags Great Escape,PTC-Schmeck,1994,status.operating,89.0,29.0,1279.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Queensbury,New York,United States,12804
20,2011,Wooden,Megafobia,Oakwood Leisure Park,CCI,1996,status.operating,77.0,26.0,901.0,0.0,CCI,Sit Down,Pembroke,Wales,United Kingdom,SA67 8DE
20,2011,Wooden,Twister,Knoebels Amusement Resort,Fetterman-Knoebels,1999,status.operating,83.0,31.0,1189.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
22,2011,Wooden,American Thunder,Six Flags St. Louis,GCII,2008,status.operating,77.0,25.0,827.0,0.0,GCI,Sit Down,Eureka,Missouri,United States,63025
23,2011,Wooden,Jack Rabbit,Kennywood,PTC – Miller,1920,,,,,,,,,,,
24,2011,Wooden,Cornball Express,Indiana Beach,CCI,2004,status.operating,72.0,17.0,640.0,0.0,CCI,Sit Down,Monticello,Indiana,United States,47960
25,2011,Wooden,Grand National,Blackpool Pleasure Beach,Paige,1935,,,,,,,,,,,
26,2011,Wooden,Renegade,Valleyfair,GCII,2007,status.operating,,32.0,950.0,0.0,GCI,Sit Down,Shakopee,Minnesota,United States,55379
27,2011,Wooden,GhostRider,Knott's Berry Farm,CCI,1998,status.operating,90.0,36.0,1382.0,0.0,GCI,Sit Down,Buena Park,California,United States,90620
28,2011,Wooden,Giant Dipper,Santa Cruz Beach Boardwalk,Prior & Church/Looff,1924,,,,,,,,,,,
29,2011,Wooden,Colossos,Heide Park,Intamin,2001,status.operating,110.0,51.0,1500.0,0.0,Intamin,Sit Down,Soltau,Lower Saxony,Germany,29614
30,2011,Wooden,Avalanche,Timber Falls,S&S,2004,status.closed.definitely,,27.0,725.0,0.0,S&S,Sit Down,Wisconsin Dells,Wisconsin,United States,53965
31,2011,Wooden,Tremors,Silverwood,CCI,1999,status.operating,96.0,31.0,915.0,0.0,CCI,Sit Down,Athol,Idaho,United States,83801
32,2011,Wooden,Rampage,Alabama Splash Adventure,CCI,1998,status.operating,90.0,37.0,1067.0,0.0,CCI,Sit Down,Bessemer,Alabama,United States,35022
33,2011,Wooden,Troy,Toverland,GCII,2007,status.operating,87.0,32.0,1077.0,0.0,GCI,Sit Down,Sevenum,Limburg,Netherlands,5975
34,2011,Wooden,Playland Wooden Coaster,PNE Playland,Phare,1958,status.operating,75.0,20.0,865.0,0.0,na,Sit Down,Vancouver,British Columbia,Canada,V5K 5J1
35,2011,Wooden,El Toro,Freizeitpark Plohn,GCII,2009,status.operating,75.0,28.0,750.0,0.0,GCI,Sit Down,Reichenbach/Vogtland,Saxony,Germany,08485
36,2011,Wooden,Apocalypse,Six Flags Magic Mountain,GCII,2009,status.closed.temporarily,89.0,31.0,869.0,0.0,GCI,Sit Down,Valencia,California,United States,91355
36,2011,Wooden,Twister,Gröna Lund,Gravity Group,2011,status.operating,61.0,15.0,480.0,0.0,Gravity Group,Sit Down,Stockholm,Stockholms,Sweden,115 21
38,2011,Wooden,Thunderbird,PowerPark,GCII,2006,status.operating,75.0,27.0,850.0,0.0,GCI,Sit Down,Härmä,Western Finland,Finland,62300
39,2011,Wooden,T Express,Everland,Intamin,2008,status.operating,104.0,56.0,1641.0,0.0,Intamin,Sit Down,Seoul,Seoul,South Korea,17023
40,2011,Wooden,Wooden Warrior,Quassy Amusement Park,Gravity Group,2011,status.operating,56.0,11.0,378.0,0.0,Gravity Group,Sit Down,Middlebury,Connecticut,United States,06762
41,2011,Wooden,Viper,Six Flags Great America,Starkey/Six Flags,1995,status.operating,81.0,31.0,1054.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Gurnee,Illinois,United States,60031
42,2011,Wooden,The Boss,Six Flags St. Louis,CCI,2000,status.operating,106.0,46.0,1540.0,0.0,CCI,Sit Down,Eureka,Missouri,United States,63025
43,2011,Wooden,Racer,Kennywood,Miller,1927,status.operating,,22.0,686.0,0.0,John Miller,Sit Down,West Mifflin,Pennsylvania,United States,15122
44,2011,Wooden,Wild Mouse,Blackpool Pleasure Beach,Wright,1958,status.closed.definitely,,,390.0,0.0,na,Sit Down,Blackpool,England,United Kingdom,FY4 1EZ
44,2011,Wooden,Zippin Pippin,Bay Beach Amusement Park,M&V/Gravity Group,2011,status.operating,68.0,21.0,715.0,,Gravity Group,Sit Down,Green Bay,Wisconsin,United States,54302
46,2011,Wooden,Blue Streak,Conneaut Lake Park,Vettel,1938,status.operating,,,883.0,0.0,na,na,Conneaut Lake,Pennsylvania,United States,16316
47,2011,Wooden,Rattler,Six Flags Fiesta Texas,Pierce,1992,status.retracked,104.0,54.0,1550.0,0.0,RCCA,Sit Down,San Antonio,Texas,United States,78257
48,2011,Wooden,Rutschebanan,Tivoli Gardens,unknown,ca. 1915,status.operating,50.0,13.0,720.0,0.0,L.A. Thompson Scenic Railway,Sit Down,Copenhagen,Region Hovedstaden,Denmark,1630
49,2011,Wooden,Blue Streak,Cedar Point,PTC-Hoover,1964,status.operating,64.0,24.0,780.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Sandusky,Ohio,United States,44870
50,2011,Wooden,Tonnerre de Zeus,Parc Asterix,CCI,1997,status.operating,84.0,30.0,1233.0,0.0,CCI,Sit Down,Plailly,Oise,France,60128
1,2010,Wooden,The Voyage,Holiday World,Gravity Group,2006,status.operating,108.0,49.0,1963.0,0.0,Gravity Group,Sit Down,Santa Claus,Indiana,United States,47579
2,2010,Wooden,El Toro,Six Flags Great Adventure,Intamin,2006,status.operating,113.0,55.0,1341.0,0.0,Intamin,Sit Down,Jackson,New Jersey,United States,08527
3,2010,Wooden,Phoenix,Knoebels Amusement Resort,Dinn/PTC-Schmeck,1985,status.operating,72.0,24.0,975.0,0.0,Philadelphia Toboggan Coaster,Sit Down,Elysburg,Pennsylvania,United States,17824
4,2010,Wooden,Boulder Dash,Lake Compounce,CCI,2000,status.operating,97.0,35.0,1440.0,0.0,CCI,Sit Down,Bristol,Connecticut,United States,06010
5,2010,Wooden,Thunderhead,Dollywood,GCII,2004,status.operating,89.0,31.0,985.0,0.0,GCI,Sit Down,Pigeon Forge,Tennessee,United States,37863
6,2010,Wooden,Ravine Flyer II,Waldameer,Gravity Group,2008,,,,,,,,,,,
7,2010,Wooden,The Beast,Kings Island,KECO,1979,status.operating,104.0,34.0,2243.0,0.0,Charlie Dinn,Sit Down,Mason,Ohio,United States,45040
8,2010,Wooden,Hades 360,Mt. Olympus Theme Park,Gravity Group,2005,,,,,,,,,,,
9,2010,Wooden,The Raven,Holiday World,CCI,1995,status.operating,77.0,33.0,832.0,0.0,CCI,Sit Down,Santa Claus,Indiana,United States,47579
10,2010,Wood,Lightning Racer,Hersheypark,GCII,2000,,,,,,,,,,,
11,2010,Wood,Shivering Timbers,Michigan's Adventure,CCI,1998,,,,,,,,,,,
12,2010,Wood,Prowler,Worlds of Fun,GCII,2009,,,,,,,,,,,
13,2010,Wood,Cyclone,Coney Island,Keenan/Baker,1927,,,,,,,,,,,
14,2010,Wood,Thunderbolt,Kennywood,Vettel/Miller,1968,,,,,,,,,,,
15,2010,Wood,The Legend,Holiday World,CCI,2000,,,,,,,,,,,
16,2010,Wood,Kentucky Rumbler,Beech Bend,GCII,2006,,,,,,,,,,,
17,2010,Wood,Comet,Six Flags Great Escape,PTC-Schmeck,1994,,,,,,,,,,,
18,2010,Wood,Colossos,Heide Park,Intamin,2001,,,,,,,,,,,
19,2010,Wood,Avalanche,Timber Falls,S&S,2004,,,,,,,,,,,
20,2010,Wood,Jack Rabbit,Kennywood,PTC – Miller,1921,,,,,,,,,,,
21,2010,Wood,Balder,Liseberg,Intamin,2003,,,,,,,,,,,
22,2010,Wood,Giant Dipper,Santa Cruz Beach Boardwalk,Prior & Church/Looff,1924,,,,,,,,,,,
23,2010,Wood,American Thunder,Six Flags St. Louis,GCII,2008,,,,,,,,,,,
24,2010,Wood,GhostRider,Knott's Berry Farm,CCI,1998,,,,,,,,,,,
25,2010,Wood,Tremors,Silverwood,CCI,1999,,,,,,,,,,,
26,2010,Wood,Coaster,PNE Playland,Phare,1958,,,,,,,,,,,
27,2010,Wood,Apocalypse,Six Flags Magic Mountain,GCII,2009,,,,,,,,,,,
28,2010,Wood,Grand National,Blackpool Pleasure Beach,Paige,1935,,,,,,,,,,,
29,2010,Wood,Cornball Express,Indiana Beach,CCI,2001,,,,,,,,,,,
30,2010,Wood,Megafobia,Oakwood Leisure Park,CCI,1996,,,,,,,,,,,
31,2010,Wood,The Boss,Six Flags St. Louis,CCI,2000,,,,,,,,,,,
32,2010,Wood,Twister,Knoebels Amusement Resort,Fetterman/Knoebels,1999,,,,,,,,,,,
33,2010,Wood,Rampage,Alabama Splash Adventure,CCI,1998,,,,,,,,,,,
34,2010,Wood,Viper,Six Flags Great America,Starkey/Six Flags,1995,,,,,,,,,,,
35,2010,Wood,Racer,Kennywood,PTC-Miller,1927,,,,,,,,,,,
36,2010,Wood,T Express,Everland,Intamin,2008,,,,,,,,,,,
37,2010,Wood,Thunderbird,PowerPark,GCII,2006,,,,,,,,,,,
38,2010,Wood,Boardwalk Bullet,Kemah Boardwalk,M&V/Gravity Group,2007,,,,,,,,,,,
39,2010,Wood,Dania Beach Hurricane,Boomers!,Coaster Works,2000,,,,,,,,,,,
40,2010,Wood,Tonnerre de Zeus,Parc Asterix,CCI,1997,,,,,,,,,,,
41,2010,Wood,Troy,Toverland,GCII,2007,,,,,,,,,,,
42,2010,Wood,Aska,Nara Dreamland,Intamin,1998,,,,,,,,,,,
42,2010,Wood,Renegade,Valleyfair,GCII,2007,,,,,,,,,,,
44,2010,Wood,Timber Terror,Silverwood,CCI,1996,,,,,,,,,,,
45,2010,Wood,Grizzly,Kings Dominion,KECO-Summers,1982,,,,,,,,,,,
46,2010,Wood,Gwazi,Busch Gardens Tampa,GCII,1999,,,,,,,,,,,
47,2010,Wood,Blue Streak,Cedar Point,PTC-Hoover,1964,,,,,,,,,,,
47,2010,Wood,Georgia Cyclone,Six Flags Over Georgia,Dinn-Summers,1990,,,,,,,,,,,
49,2010,Wood,Giant Dipper,Belmont Park,Prior & Church,1925,,,,,,,,,,,
50,2010,Wood,Cyclone,Lakeside Park,Vettel,1940,,,,,,,,,,,
